Domanda,Testo,Stralcio,Repertorio
,,(ed il metilfenidato in particolare,SPECIFICAZIONE 
,,"Il metilfenidato deve essere utilizzato con estrema prudenza nei bambini con ADHD di età inferiore ai sei anni e nei bambini ed adolescenti che presentano sintomi o storia familiare di tics o di sindrome di Gille de la Tourette, ipertiroidismo o tireotossicosi, angina o aritmie cardiache, glaucoma. Deve essere
prescritto con cautela nei bambini ed adolescenti con epilessia, disturbo bipolare, e precedenti di
dipendenza da alcool o da sostanze psicotrope.",PRESCRIZIONE
,"La terapia per l’ADHD si basa su un approccio multimodale che combina interventi psicosociali con terapie
mediche (Taylor et al. 1996; NICE 2000; AACAP 2002). I genitori, gli insegnanti e lo stesso bambino devono sempre essere coinvolti nella messa a punto di un programma terapeutico, individualizzato sulla base dei
sintomi più severi e dei punti di forza identificabili nel singolo bambino. ","La terapia per l’ADHD si basa su un approccio multimodale che combina interventi psicosociali con terapie
mediche (Taylor et al. 1996; NICE 2000; AACAP 2002). ",SANCIRE 
,,"I genitori, gli insegnanti e lo stesso bambino devono sempre essere coinvolti nella messa a punto di un programma terapeutico, individualizzato sulla base dei
sintomi più severi e dei punti di forza identificabili nel singolo bambino.",PRESCRIZIONE
,"Scopo principale degli interventi terapeutici deve essere quello di migliorare il funzionamento globale del
bambino/adolescente. Gli interventi terapeutici devono tendere a:
1. Migliorare le relazioni interpersonali con genitori, fratelli, insegnanti e coetanei.
2. Diminuire i comportamenti dirompenti ed inadeguati.
3. Migliorare le capacità di apprendimento scolastico (quantità di nozioni, accuratezza e completezza
delle nozioni apprese, efficienza delle metodiche di studio).
4. Aumentare le autonomie e l’autostima.
5. Migliorare l’accettabiltà sociale del disturbo e la qualità della vita dei bambini/adolescenti affetti.","Scopo principale degli interventi terapeutici deve essere quello di migliorare il funzionamento globale del
bambino/adolescente. ",PRESCRIZIONE
,,"Gli interventi terapeutici devono tendere a:
1. Migliorare le relazioni interpersonali con genitori, fratelli, insegnanti e coetanei.
2. Diminuire i comportamenti dirompenti ed inadeguati.
3. Migliorare le capacità di apprendimento scolastico 4. Aumentare le autonomie e l’autostima.
5. Migliorare l’accettabiltà sociale del disturbo e la qualità della vita dei bambini/adolescenti affetti.",PRESCRIZIONE
,,"(quantità di nozioni, accuratezza e completezza
delle nozioni apprese, efficienza delle metodiche di studio).",SPECIFICAZIONE 
,"L’approccio psico-educativo è costituito da un varietà di interventi accomunati dall’obiettivo di modificare l’ambiente fisico e sociale del bambino al fine di modificarne il comportamento. Tali interventi sono 
focalizzati a garantire al bambino maggiore struttura, maggiore attenzione e minori distrazioni. Le
modificazioni ambientali sono implementate istruendo genitori ed insegnanti su specifiche tecniche di
ricompensa per comportamenti desiderati (rinforzo positivo) o di punizione/ perdita di privilegi per il mancato
raggiungimento degli obiettivi desiderati. L’applicazione ripetuta di tali premi e punizioni può modificare
progressivamente il comportamento. Nel breve termine gli interventi comportamentali possono migliorare le
abilità sociali, le capacità di apprendimento e spesso anche i comportamenti disturbanti. ","L’approccio psico-educativo è costituito da un varietà di interventi accomunati dall’obiettivo di modificare l’ambiente fisico e sociale del bambino al fine di modificarne il comportamento. Tali interventi sono 
focalizzati a garantire al bambino maggiore struttura, maggiore attenzione e minori distrazioni. ",RIFERIMENTO OBIETTIVO 
,,"Le modificazioni ambientali sono implementate istruendo genitori ed insegnanti su specifiche tecniche di
ricompensa per comportamenti desiderati (rinforzo positivo) o di punizione/ perdita di privilegi per il mancato
raggiungimento degli obiettivi desiderati. ",SANCIRE 
,,"L’applicazione ripetuta di tali premi e punizioni può modificare
progressivamente il comportamento. Nel breve termine gli interventi comportamentali possono migliorare le
abilità sociali, le capacità di apprendimento e spesso anche i comportamenti disturbanti; ",IMPLICAZIONE 
,"I bambini con ADHD possono essere aiutati strutturando ed organizzando l'ambiente in cui vivono. Genitori e insegnanti possono anticipare gli eventi al posto loro, scomponendo i compiti futuri in azioni semplici ed
offrendo piccoli premi ed incentivi. È importante che genitori ed insegnanti siano (o divengano) dei buoni osservatori: devono imparare ad analizzare ciò che accade intorno al bambino prima, durante e dopo il loro comportamento inadeguato o disturbante e a rendere comprensibili al bambino il tempo, le regole e le conseguenze delle azioni.
Per aiutare un bambino con ADHD genitori ed insegnanti dovrebbero acquisire le seguenti abilità:
1. Potenziare il numero di interazioni positive col bambino.
2. Dispensare rinforzi sociali o materiali in risposta a comportamenti positivi del bambino.
3. Ignorare i comportamenti lievemente negativi.
4. Aumentare la collaborazione degli alunni usando comandi più diretti, precisi e semplici.
5. Prendere provvedimenti coerenti e costanti per i comportamenti inappropriati del bambino.","I bambini con ADHD possono essere aiutati strutturando ed organizzando l'ambiente in cui vivono. Genitori e insegnanti possono anticipare gli eventi al posto loro, scomponendo i compiti futuri in azioni semplici ed
offrendo piccoli premi ed incentivi.",PROPOSTA
,,È importante che genitori ed insegnanti siano (o divengano) dei buoni osservatori: ,SANCIRE 
,,"devono imparare ad analizzare ciò che accade intorno al bambino prima, durante e dopo il loro comportamento inadeguato o disturbante e a rendere comprensibili al bambino il tempo, le regole e le conseguenze delle azioni. ",SPECIFICAZIONE 
,,"Per aiutare un bambino con ADHD genitori ed insegnanti dovrebbero acquisire le seguenti abilità:
1. Potenziare il numero di interazioni positive col bambino.
2. Dispensare rinforzi sociali o materiali in risposta a comportamenti positivi del bambino.
3. Ignorare i comportamenti lievemente negativi.
4. Aumentare la collaborazione degli alunni  usando comandi più diretti, precisi e semplici.
5. Prendere provvedimenti coerenti e costanti per i comportamenti inappropriati del bambino.",RIFERIMENTO OBIETTIVO 
,"Gli interventi di consulenza per gli insegnati sono focalizzati sul comportamento del bambino e
possono essere sia integrati nelle routine scolastiche per i tutti gli alunni che focalizzati sui singoli bambini
(AAP 2001). La gestione delle attività che coinvolgono tutta la classe iniziano con la definizione e progressivo
incremento di attività strutturate che includano modalità sistematiche di ricompensa per le attività
/comportamenti desiderati (rinforzo positivo), diminuzione dei privilegi o delle ricompense (costo della
risposta) fino al blocco di ogni rinforzo positivo (time-out) per comportamenti non desiderati o problematici; la
combinazione di rinforzi positivi e costo della risposta (es; il bambino guadagna ricompense e privilegi per
comportamenti desiderati e le perde per comportamenti indesiderati, token economy) risulta in genere
particolarmente efficace. ",Gli interventi di consulenza per gli insegnati sono focalizzati sul comportamento del bambino,SANCIRE 
,," e possono essere sia integrati nelle routine scolastiche per i tutti gli alunni che focalizzati sui singoli bambini
(AAP 2001).",POSSIBILITA 
,,"La gestione delle attività che coinvolgono tutta la classe iniziano con la definizione e progressivo
incremento di attività strutturate che includano modalità sistematiche di ricompensa per le attività
/comportamenti desiderati (rinforzo positivo), diminuzione dei privilegi o delle ricompense (costo della risposta) fino al blocco di ogni rinforzo positivo (time-out) per comportamenti non desiderati o problematici; la combinazione di rinforzi positivi e costo della risposta risulta in genere
particolarmente efficace. ",SANCIRE 
,,"(es; il bambino guadagna ricompense e privilegi per
comportamenti desiderati e le perde per comportamenti indesiderati, token economy) ",SPECIFICAZIONE 
,"Numerosi studi controllati, effettuati su bambini ed adolescenti, hanno dimostrato, mediante l’uso di scale di valutazione per genitori o insegnanti e di
valutazione clinica da parte del neuropsichiatra infantile, che metilfenidato, destroanfetamina e pemolina
migliorano in maniera consistente, rapida e duratura i sintomi dell’ADHD quali impusività, inattenzione ed iperattività: tale effetto risulta statisticamente significativo anche quando i soggetti non sono accuratamente
definiti, i gruppi studiati sono poco numerosi ed i dosaggi dei farmaci non omogenei (Elia et al. 1998;
Rapoport and Castellanos 1996). L’efficacia clinica degli psicostimolanti permane costante anche nel corso di
terapie prolungate per anni","Numerosi studi controllati, effettuati su
bambini ed adolescenti, hanno dimostrato, mediante l’uso di scale di valutazione per genitori o insegnanti e di
valutazione clinica da parte del neuropsichiatra infantile, che metilfenidato, destroanfetamina e pemolina
migliorano in maniera consistente, rapida e duratura i sintomi dell’ADHD quali impusività, inattenzione ed iperattività",VALUTAZIONE
,,"tale effetto risulta statisticamente significativo anche quando i soggetti non sono accuratamente
definiti, i gruppi studiati sono poco numerosi ed i dosaggi dei farmaci non omogenei (Elia et al. 1998;
Rapoport and Castellanos 1996). L’efficacia clinica degli psicostimolanti permane costante anche nel corso di terapie prolungate per anni",CONFERMA 
Come l’utente della comunità online narra la patologia del covid-19 sul suo profilo? ,"Ne posso parlare liberamente adesso, che è finita. Ho avuto il COVID, sono stato curato in un ospedale genovese per 46 giorni, distribuiti tra pronto soccorso, reparto COVID e pneumologia. Sono tornato a casa l’altro ieri sera, pulito come se non mi fossi neppure ammalato. Il recupero completo avverrà col tempo, mi aiuterò con le cure e con la pratica della normalità, che tanto può.  Il rischio di essere arrivato a fine corsa è stato reale, e mi ero già disposto all’eventualità. Gli esordi di questa storia sono stati davvero difficili. Il giorno del mio ricovero 23 marzo, e il successivo 24, hanno segnato le cronache cittadine, e non solo, per l’assalto ai Pronto Soccorso. Il numero di picco raggiunto: 192 ricoverati, per una struttura che ne potrà accogliere un terzo. Primi quattro giorni in barella, non proprio un sogno per le persone delle mie dimensioni. La scena poteva effettivamente ricordare la guerra: mancavano i segni fisici delle ferite e delle distruzioni, ma le facce erano quelle di chi era sfollato da un bombardamento. La paura dominava assoluta. Io  non sono facilmente impressionabile, ma non era possibile estraniarsi da un contesto da incubo solo per pensare a sé. C’era chi si lamentava, chi piangeva, chi gridava e chi cercava semplicemente una mano da stringere. Un uomo giovane, padre di una bambina di due anni, è stato tenuto per mano dall’infermiera per più di due ore e poi se n’è andato. Se trovo chi parla male della sanità pubblica, lo metto in condizioni di ricovero immediato di traumatologia. Senza di questa, non oso pensare come sarebbe stato gestito il flagello. Se la professionalità è un obbligo, non altrettanto lo sono umanità e dedizione. Ne ho trovate entrambe in quantità industriale, e un livello di consapevolezza del corpo medico e paramedico che ha spinto chiunque oltre i propri obblighi e i propri limiti, per acquisire conoscenze nuove sul nemico peggiore: un male sconosciuto. […] come paziente posso dire che l’assunzione di responsabilità è fondamentale: se in un simile marasma privatizzi la tua sofferenza riducendola a un rapporto compulsivo con il campanello per chiamare l’infermiera, ritardi la tua guarigione e peggiori la vita a tutti. Il contesto emotivo è decisivo, le morti erano la normalità; nel mio reparto hanno perso un medico e un’infermiera, che fino a pochi giorni prima si erano prodigati per arginare il disastro. È importante la consapevolezza di essere solo una parte di una comunità dolente. Questo ti consente di dimensionare correttamente il tuo stato, senza peggiorare la vita tua e di tutti. Non è facile, ma devi riuscirci. I giorni e, spesso, le notti sono stati segnati da lamenti e preghiere e da tanta paura. Nei giorni del pronto soccorso ho provato a propormi, a chi stava peggio di me. Chissà, magari un po’ è servito. Una speranza, però, è stata data da valori inaspettati. Per esempio, da non credente sono rimasto colpito dal fatto che qualcuno abbia voluto includermi nelle sue preghiere. Ho il massimo rispetto della spiritualità di ognuno, e ho raccolto questa disponibilità come un privilegio. Detto questo, la percezione positiva che già avevo del corpo infermieristico si è trasformata in pura ammirazione. L’importanza di ciò che fanno, in un contesto contrattuale vergognoso, è enorme. Vorrei ringraziarli tutti, uno per uno, e invece li incontrerò per strada senza poterli riconoscere, per via delle protezioni indossate. Mi farò bastare i loro nomi, i loro sguardi, e le loro voci.","Ne posso parlare liberamente adesso, che è finita. ",COMMENTO
,,"Ho avuto il COVID, sono stato curato in un ospedale genovese per 46 giorni, distribuiti tra pronto soccorso, reparto COVID e pneumologia. ",DESCRIZIONE
,,"Sono tornato a casa l’altro ieri sera, pulito come se non mi fossi neppure ammalato. ",CONSIDERAZIONE
,,Il recupero completo avverrà col tempo,SANCIRE
,," mi aiuterò con le cure e con la pratica della normalità, che tanto può.  ",DICHIARAZIONE DI INTENTI 
,,"Il rischio di essere arrivato a fine corsa è stato reale, e mi ero già disposto all’eventualità. ",SANCIRE
,, Gli esordi di questa storia sono stati davvero difficili. ,GIUDIZIO
,,"Il giorno del mio ricovero 23 marzo, e il successivo 24, hanno segnato le cronache cittadine, e non solo, per l’assalto ai Pronto Soccorso. ",VALUTAZIONE
,,"Il numero di picco raggiunto: 192 ricoverati, per una struttura che ne potrà accogliere un terzo. ",SPECIFICAZIONE
,,"Primi quattro giorni in barella, non proprio un sogno per le persone delle mie dimensioni. ",GIUDIZIO
,," La scena poteva effettivamente ricordare la guerra: mancavano i segni fisici delle ferite e delle distruzioni, ma le facce erano quelle di chi era sfollato da un bombardamento. La paura dominava assoluta. ",VALUTAZIONE
,," Io  non sono facilmente impressionabile, ma non era possibile estraniarsi da un contesto da incubo solo per pensare a sé.  ",GIUDIZIO
,,"C’era chi si lamentava, chi piangeva, chi gridava e chi cercava semplicemente una mano da stringere. Un uomo giovane, padre di una bambina di due anni, è stato tenuto per mano dall’infermiera per più di due ore e poi se n’è andato. ",DESCRIZIONE
,,"Se trovo chi parla male della sanità pubblica, lo metto in condizioni di ricovero immediato di traumatologia. Senza di questa, non oso pensare come sarebbe stato gestito il flagello. Se la professionalità è un obbligo, non altrettanto lo sono umanità e dedizione. Ne ho trovate entrambe in quantità industriale, e un livello di consapevolezza del corpo medico e paramedico che ha spinto chiunque oltre i propri obblighi e i propri limiti, per acquisire conoscenze nuove sul nemico peggiore: un male sconosciuto. ",COMMENTO
,,Come paziente posso dire che l’assunzione di responsabilità è fondamentale:,GIUDIZIO
,,"se in un simile marasma privatizzi la tua sofferenza riducendola a un rapporto compulsivo con il campanello per chiamare l’infermiera, ritardi la tua guarigione e peggiori la vita a tutti. ",CAUSA
,,"Il contesto emotivo è decisivo,le morti erano la normalità",GIUDIZIO
,," nel mio reparto hanno perso un medico e un’infermiera, che fino a pochi giorni prima si erano prodigati per arginare il disastro. ",DESCRIZIONE
,," È importante la consapevolezza di essere solo una parte di una comunità dolente. Questo ti consente di dimensionare correttamente il tuo stato, senza peggiorare la vita tua e di tutti",IMPLICAZIONE
,,"Non è facile, ma devi riuscirci. ",PRESCRIZIONE
,," I giorni e, spesso, le notti sono stati segnati da lamenti e preghiere e da tanta paura. Nei giorni del pronto soccorso ho provato a propormi, a chi stava peggio di me.",SANCIRE
,,"Chissà, magari un po’ è servito. ",POSSIBILITA
,,"Una speranza, però, è stata data da valori inaspettati. Per esempio, da non credente sono rimasto colpito dal fatto che qualcuno abbia voluto includermi nelle sue preghiere. Ho il massimo rispetto della spiritualità di ognuno, e ho raccolto questa disponibilità come un privilegio.",COMMENTO
,," Detto questo, la percezione positiva che già avevo del corpo infermieristico si è trasformata in pura ammirazione. ",GIUDIZIO
,,"L’importanza di ciò che fanno, in un contesto contrattuale vergognoso, è enorme. Vorrei ringraziarli tutti, uno per uno, e invece li incontrerò per strada senza poterli riconoscere, per via delle protezioni indossate. Mi farò bastare i loro nomi, i loro sguardi, e le loro voci",GENERALIZZAZIONE
,"Buonasera a tutti. Volevo ragguagliarvi circa la mia attuale personale esperienza col coronavirus. Forse, qualcuno saprà già che a metà aprile sono entrato nel girone dantesco, dei contagiati. La mia forma del Covid-19, però era in forma molto blanda, sono stato sì sotto terapia con ossigeno per 8/10 giorni, ma niente altro. Sono stato bombardato con antivirali, antibiotici, e quanto altro in quel momento andava per la maggiore in quel periodo. Mi hanno curato a casa senza essere ospedalizzati, ed è grazie a quello che forse sono ancora tra voi. Circa un mesetto fa altra ricaduta, in due periodi diversi ritorno febbre fino a 40°. Effettuato tampone, risultato negativo, analisi complete del sangue e delle urine, tutte nella norma. Nel frattempo sono ripiombato in uno stato di depressione. Non credevo più di reagire, di ritornare. Poi la scorsa settimana, la svolta. Mi sono ripromesso di farcela. E stamane con l’aiuto di mia moglie, sono andato a ricaricarmi almeno nello spirito, sono andato nei boschi per funghi. Mia sorpresa è stata quando, lasciata la macchina, ci siamo inoltrati nel bosco, gli arti lunghi hanno iniziato a rispondere alle sollecitazioni che la mia mente impartiva. I miei polmoni si allargavano e si contenevano, come non mi ricordavo più ormai. No non sono stato miracolato, ma è solo andata bene per me, per gli altri magari non funzionerà. Volevo solo condividere con voi questa inaspettata, prima giornata di nuova vita. P.S. se non trovavo funghi non mi importava nulla  ma invece ho anche evitato il cappotto.","Buonasera a tutti. Volevo ragguagliarvi circa la mia attuale personale esperienza col coronavirus. Forse, qualcuno saprà già che a metà aprile sono entrato nel girone dantesco, dei contagiati. La mia forma del Covid-19, però era in forma molto blanda, sono stato si sotto terapia con ossigeno per 8/10 giorni, ma niente altro. Sono stato bombardato con antivirali, antibiotici, e quanto altro in quel momento andava per la maggiore in quel periodo. Mi hanno curato a casa senza essere ospedalizzati, ed è grazie a quello che forse sono ancora tra voi. Circa un mesetto fa altra ricaduta, in due periodi diversi ritorno febbre fino a 40°. Effettuato tampone, risultato negativo, analisi complete del sangue e delle urine, tutte nella norma. Nel frattempo sono ripiombato in uno stato di depressione. ",DESCRIZIONE 
,,"Non credevo più di reagire, di ritornare. ",OPINIONE
,,"Poi la scorsa settimana, la svolta. ",CONTRAPPOSIZIONE
,,"Mi sono ripromesso di farcela. E stamane con l’aiuto di mia moglie, sono andato a ricaricarmi almeno nello spirito, sono andato nei boschi per funghi. Mia sorpresa è stata quando, lasciata la macchina, ci siamo inoltrati nel bosco, gli arti lunghi hanno iniziato a rispondere alle sollecitazioni che la mia mente impartiva. I miei polmoni si allargano e si contenevano, come non mi ricordavo più ormai. ",DESCRIZIONE
,,"No non sono stato miracolato, ma è solo andata bene per me, per gli altri magari non funzionerà. ",GIUDIZIO
,,"Volevo solo condividere con voi questa inaspettata, prima giornata di nuova vita.",GENERALIZZAZIONE
,, P.S. se  non trovavo funghi non mi importava nulla  ma invece ho anche evitato il cappotto,COMMENTO 
,"Buongiorno a tutti, voglio portarvi la mia breve testimonianza su quanto mi è accaduto e ringraziarvi per l’attenzione. A metà aprile mi ammalo al lavoro, in PS alla TAC polmonite bilaterale, febbricola, dolori e lievissima dispnea, rifiuto il ricovero perché ero in difficoltà con la mia pelosa a casa. Vengo seguito a domicilio dalle USCA, spariscono i sintomi classici ma continuo con dispnea e con O2 terapia. Passano le settimane e la dispnea e l’affaticamento vanno ad aumentare, a giugno la TAC torace presentava ancora una situazione drammatica. Oggi mantengo O2 per circa 12 ore/die, alcune notti mi capita di svegliarmi pensando di sognare di annegare, ma è fame d’aria. La TAC di fine agosto evidenzia alcune zone polmonari collassate, lo pneumologo mi ha prescritto la fornitura definitiva di O2 liquido e l’utilizzo dello stroller portatile per l’uso esterno. Questo è tutto, mi sento inerte e senza alcuna via d’uscita da questa malattia, il covid mi sta sconfiggendo.","Buongiorno a tutti, voglio portarvi la mia breve testimonianza su quanto mi è accaduto e ringraziarvi per l’attenzione. A metà aprile mi ammalo al lavoro, in PS alla TAC polmonite bilaterale, febbricola, dolori e lievissima dispnea, rifiuto il ricovero perché ero in difficoltà con la mia pelosa a casa. Vengo seguito a domicilio dalle USCA, spariscono i sintomi classici ma continuo con dispnea e con O2 terapia. Passano le settimane e la dispnea e l’affaticamento vanno ad aumentare, a giugno la TAC torace presentava ancora una situazione drammatica. Oggi mantengo O2 per circa 12 ore/die, alcune notti mi capita di svegliarmi pensando di sognare di annegare, ma è fame d’aria. La TAC di fine agosto evidenzia alcune zone polmonari collassate, lo pneumologo mi ha prescritto la fornitura definitiva di O2 liquido e l’utilizzo dello stroller portatile per l’uso esterno ",DESCRIZIONE 
,,"Questo è tutto, mi sento inerte e senza alcuna via d’uscita da questa malattia, il covid mi sta sconfiggendo",VALUTAZIONE
,In queste ferie non riesco a dormire  … un anno strano per me questo e sicuramente per tutti  ma io non riesco ancora a fare i conti con il lutto che mi ha colpito a causa del covid…,In queste ferie non riesco a dormire…,COMMENTO
,,un anno strano per me questo e sicuramente per tutti,GIUDIZIO
,,ma io non riesco ancora a fare i conti con il lutto che mi ha colpito a causa del covid,VALUTAZIONE
,"Ma, sia chiaro, io spero non accada nulla. Dico solo di fare molta attenzione, ancora per ora. Forse sono rimasta molto colpita dal lutto per covid. Può essere. Non auguro ovviamente a nessuno di vivere ciò che abbiamo vissuto noi e molti, troppi altri. È stato terribile.","Ma, sia chiaro, io spero non accada nulla.",COMMENTO
,,"Dico solo di fare molta attenzione, ancora per ora. ",PRESCRIZIONE
,,Forse sono rimasta molto colpita dal lutto per covid. Può essere.,OPINIONE
,,"Non auguro ovviamente a nessuno di vivere ciò che abbiamo vissuto noi e molti, troppi altri. ",COMMENTO
,,è stato terribile,GIUDIZIO
,"Guardi, ho avuto un lutto di famiglia covid. A nessuno di noi è stato fatto il tampone.  È stato un delirio. Amici medici in ospedale nel delirio. Eppure, pur avendo vissuto questo, ho capito che è stato tutto talmente difficile come momento che si è fatto ciò che si poteva.","Guardi, ho avuto un lutto di famiglia covid. A nessuno di noi è stato fatto il tampone. ",SANCIRE
,,È stato un delirio.,GIUDIZIO
,,Amici medici in ospedale nel delirio. ,GENERALIZZAZIONE
,,"Eppure, pur avendo vissuto questo, ho capito che è stato tutto talmente difficile come momento che si è fatto ciò che si poteva. ",GIUSTIFICAZIONE
,"Una volta uscito dall’ospedale ti dicono lei è guarito può tornare alla sua vita di sempre. Peccato che il corpo dopo 15/30 giorni di terapia intensiva non ti consente di fare niente e allora è nata l’idea di questo gruppo. Un luogo virtuale dove confrontarsi, trovare aiuto e consigli su come procedere con la nostra riabilitazione. Il gruppo è aperto a tutti anche non malati di Covid.",Una volta uscito dall’ospedale ti dicono lei è guarito può tornare alla sua vita di sempre. ,DESCRIZIONE
,,Peccato che il corpo dopo 15/30 giorni di terapia intensiva non ti consente di fare niente e allora è nata l’idea di questo gruppo.,CONTRAPPOSIZIONE
,,"un luogo virtuale dove confrontarsi, trovare aiuto e consigli su come procedere con la nostra riabilitazione.  Il gruppo è aperto a tutti anche non malati di Covid",SPECIFICAZIONE
,"Sono stato in rianimazione. Avevo confuso i sintomi e sono arrivato all’ultimo stadio. Ho affidato il mio corpo completamente nelle mani dei medici. Potevo muovere solo gli occhi. Ero a un passo dalla fine. Qualcuno mi ha trasmesso il virus, probabilmente mentre ero al supermercato. Purtroppo, una laringite ha falsificato i sintomi. Avevo la febbre alta, non stavo bene. Ho comprato un pulsometro per misurare l’ossigenazione del sangue. Una mattina ho sentito maggiore difficoltà nel respiro e dopo poche ore l’ossigenazione era crollata. Sono corso in ospedale. Mi hanno tolto tutto, anche la fede nuziale. Ho pensato che sarebbe stata l’ultima cosa che avrebbero avuto le mie figlie e mia moglie. Non avrebbero potuto piangere neanche il corpo. Ho attaccato il virus a mia moglie, la più grave anche se non è stata ricoverata e alle tre mie figlie: la più piccola asintomatica, la seconda con mancanza di gusto e olfatto, la più grande con febbre alta. Adesso tutto è più bello, sono felice. Ogni respiro è più bello.","Sono stato in rianimazione. Avevo confuso i sintomi e sono arrivato all’ultimo stadio. Ho affidato il mio corpo completamente nelle mani dei medici. Potevo muovere solo gli occhi. Ero a un passo dalla fine. Qualcuno mi ha trasmesso il virus, probabilmente mentre ero al supermercato. Purtroppo, una laringite ha falsificato i sintomi. Avevo la febbre alta, non stavo bene. Ho comprato un pulsometro per misurare l’ossigenazione del sangue. Una mattina ho sentito maggiore difficoltà nel respiro e dopo poche ore l’ossigenazione era crollata. Sono corso in ospedale. Mi hanno tolto tutto, anche la fede nuziale. Ho pensato che sarebbe stata l’ultima cosa che avrebbero avuto le mie figlie e mia moglie.",DESCRIZIONE
,,Non avrebbero potuto piangere neanche il corpo. ,IMPLICAZIONE
,,"Ho attaccato il virus a mia moglie, la più grave anche se non è stata ricoverata e alle tre mie figlie: la più piccola asintomatica, la seconda con mancanza di gusto e olfatto, la più grande con febbre alta. ",DESCRIZIONE
,,"Adesso tutto è più bello, sono felice. Ogni respiro è più bello.",GIUDIZIO
,"Vi racconto il covid visto dal letto. Allora… venerdì scorso mio figlio di 15 anni ha la febbre. Nessun sintomo tipico, ha preso freddo in piscina ma decido di tenerlo a casa da scuola. E di tenere a casa anche i due fratelli più piccoli perché non voglio infettare nessuno. Non si sa mai.  Sabato gli facciamo il tampone anche se siamo certi che non sia niente. E invece lunedì arriva la risposta: è covid.  Martedì, questo ha funzionato, la ASL ci convoca per il tampone in auto. Noi e i nonni. La persona ci telefona non fa nessun tracciamento di nostro figlio e nemmeno dei nostri contatti. Chiede soltanto che scuola fanno. Nessuna domanda sulle palestre che frequentiamo, il calcio, gli scout. Zero. Per fortuna ci abbiamo pensato noi ad avvertire subito tutti.  Da allora comincia il vuoto. La ASL scompare. Non richiama più. Non risponde alle telefonate. Arriva l’esito di alcuni degli esami: io risulto negativo ma ho 38 di febbre da giorni. Non sento più gli odori, respiro male e ho le ossa rotte. Mia moglie ha avuto la febbre per giorni, ferma a letto spossata. L’olfatto azzerato. Ha il covid? I sintomi ci sono ma dopo 4 giorni attende ancora l’esito del tampone. Non sa cosa rispondere a chi la conosce. Impossibile anche solo tentare una quarantena familiare così, senza sapere chi isolare. Dei due figli piccoli uno era negativo, l’altro chissà. Non si sa più nulla del tampone.  Provo a chiedere a un laboratorio privato se è possibile rifare tampone a mie spese. Risposta: il 16 ottobre. Ma per quella data saremo tutti guariti oppure… meglio non domandarselo. Intanto stamattina i sintomi persistono. Ma tanto per cominciare servono tamponi. Per me e per i miei  familiari. Per tutelare la salute loro e delle persone che hanno incontrato. I parenti, gli amici, i compagni. Che fare? Non voglio pigliare scorciatoie. Voglio seguire il percorso di un cittadino qualsiasi. Allora chiamo la ASL. Una, dieci, venti volte. Il centro covid non risponde. Il centralino allarga le braccia: “mi spiace, è un disastro”. Il numero verde della Regione non esiste più. C’è solo il 112.  Intanto si resta appesi al saturimetro; l’aggeggio maledetto  che deve dare un responso sul tuo destino, ma una volta segna 99 e una 80 e tu non sai sei guarito o stai per finire in terapia intensiva. Consola pensare che in fondo siamo fortunati. Si, ad ammalarci adesso perché, come si sono organizzati, meglio stare male all’inizio della seconda ondata. E non è certo colpa di chi lavora nelle corsie, di medici e infermieri. Anche per loro si preparano mesi terribili di pericolo e fatica.  Consola sapere che altre centinaia di persone in Liguria oggi sono nella nostra stessa situazione. Nella stessa solitudine. Gente che non fa il calciatore e non può fare migliaia di tamponi ogni weekend. Gente che non si chiama Trump, Berlusconi o Briatore e sa di poter contare su scorte di remdesivir come Don Perignon. Ma se io faccio un post magari qualcuno interviene. In fondo conosco medici e pneumologi per i casi di emergenza. Ma tanti altri che sono davvero soli cosa possono fare? È tanto diverso il covid visto da un letto se per dire che stai male devi usare Facebook.","Vi racconto il covid visto dal letto. Allora… venerdì scorso mio figlio di 15 anni ha la febbre. Nessun sintomo tipico, ha preso freddo in piscina ma decido di tenerlo a casa da scuola. E di tenere a casa anche i due fratelli più piccoli perché non voglio infettare nessuno. Non si sa mai. Sabato gli facciamo il tampone anche se siamo certi che non sia niente. E invece lunedì arriva la risposta: è covid. Martedì, questo ha funzionato, la ASL ci convoca per il tampone in auto. Noi e i nonni. La persona ci telefona non fa nessun tracciamento di nostro figlio e nemmeno dei nostri contatti. Chiede soltanto che scuola fanno. Nessuna domanda sulle palestre che frequentiamo, il calcio, gli scout. Zero. Per fortuna ci abbiamo pensato noi ad avvertire subito tutti. Da allora comincia il vuoto. La ASL scompare. Non richiama più. Non risponde alle telefonate. Arriva l’esito di alcuni degli esami: io risulto negativo ma ho 38 di febbre da giorni.  Non sento più gli odori, respiro male e ho le ossa rotte. Mia moglie ha avuto la febbre per giorni, ferma a letto spossata. L’olfatto azzerato. Ha il covid? I sintomi ci sono ma dopo 4 giorni attende ancora l’esito del tampone. Non sa cosa rispondere a chi la conosce.",DESCRIZIONE
,,"Impossibile anche solo tentare una quarantena familiare così, senza sapere chi isolare. ",SANCIRE
,,"Dei due figli piccoli uno era negativo, l’altro chissà. Non si sa più nulla del tampone.",DESCRIZIONE
,,Provo a chiedere a un laboratorio privato se è possibile rifare tampone a mie spese. Risposta: il 16 ottobre. ,DESCRIZIONE 
,,Ma per quella data saremo tutti guariti oppure… meglio non domandarselo.,COMMENTO
,,Intanto stamattina i sintomi persistono.,SANCIRE
