Domanda,Testo,Stralcio,Repertorio
Come ti descriveresti prima di entrare in carcere?,"vivevo_bene ringraziando dio , non_ho di_trovarmi in_prigione","vivevo_bene ringraziando dio , non_ho di_trovarmi in_prigione",GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,libero completamente prima_di_entrare in_prigione senza responsabilità,libero completamente prima_di_entrare in_prigione senza responsabilità,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,non_ho questa è la_prima_volta,non_ho questa è la_prima_volta,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,stavo_bene,stavo_bene,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,stavo_molto_bene,stavo_molto_bene,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,"come_ora , normale","come_ora , normale",SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,mi_sento una_persona la vita gli va contro,mi_sento una_persona la vita gli va contro,OPINIONE
Come ti descriveresti prima di entrare in carcere?,libero,libero,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,perso,perso,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,vagabondo,vagabondo,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,bene tutto al suo posto,bene tutto al suo posto,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,tutto bene,tutto bene,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,descrivevo la prigione come il primo posto_che lascia la persona pensare più_di qualsiasi altra persona all_esterno perché è un_posto stretto e aumenta il pensiero,descrivevo la prigione come il primo posto_che lascia la persona pensare più_di qualsiasi altra persona all_esterno perché è un_posto stretto e aumenta il pensiero,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,non vedo l' ora_che arriva sarà un_giorno fortunato,non vedo l' ora_che arriva sarà un_giorno fortunato,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,"né_tanto buona , né_tanto cattiva , perché nella mia mente c' era sempre la mia famiglia , per_quello ho_commesso degli errori , perché_non volevo soffrissero come me","né_tanto buona , né_tanto cattiva , perché nella mia mente c' era sempre la mia famiglia ,",VALUTAZIONE
Come ti descriveresti prima di entrare in carcere?,"né_tanto buona , né_tanto cattiva , perché nella mia mente c' era sempre la mia famiglia , per_quello ho_commesso degli errori , perché_non volevo soffrissero come me","per_quello ho_commesso degli errori , perché_non volevo soffrissero come me",GIUSTIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,mi_sentivo_male perché devo scontare una condanna per un_fatto con il quale non_ho niente a_che vedere,mi_sentivo_male perché devo scontare una condanna per un_fatto con il quale non_ho niente a_che vedere,OPINIONE
Come ti descriveresti prima di entrare in carcere?,molto_bene . non_ho che sarei entrata in_carcere . non_ho_fatto niente . mi sembra strano essere qui,molto_bene . non_ho che sarei entrata in_carcere . non_ho_fatto niente . mi sembra strano essere qui,COMMENTO
Come ti descriveresti prima di entrare in carcere?,"come un uomo che non_pensava mai di essere condannato ed entrare in_carcere , ma la vita ci riserva delle sorprese , anche_se la maturità e l' esperienza vuole dire tanto","come un uomo che non_pensava mai di essere condannato ed entrare in_carcere , ma la vita ci riserva delle sorprese ,",CONTRAPPOSIZIONE
Come ti descriveresti prima di entrare in carcere?,"come un uomo che non_pensava mai di essere condannato ed entrare in_carcere , ma la vita ci riserva delle sorprese , anche_se la maturità e l' esperienza vuole dire tanto",anche_se la maturità e l' esperienza vuole dire tanto,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,io stavo_bene perché avevo la libertà e stavo con_mia_famiglia,io stavo_bene perché avevo la libertà e stavo con_mia_famiglia,CAUSA
Come ti descriveresti prima di entrare in carcere?,"stavo_male , svenivo sempre . io sto male di_salute sia dentro che fuori .","stavo_male , svenivo sempre . io sto male di_salute sia dentro che fuori .",SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,"bene , perché stavo con_miei_figli quindi non piangevo","bene , perché stavo con_miei_figli quindi non piangevo",CAUSA
Come ti descriveresti prima di entrare in carcere?,molto_bene,molto_bene,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,una_persona,una_persona,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,"non_so in_che mondo mi trovo , ma comincio a abbituarmi","non_so in_che mondo mi trovo , ma comincio a abbituarmi",NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,"una_persona nervosa per la paura di non saper difendersi , un innocente usato per la droga","una_persona nervosa per la paura di non saper difendersi , un innocente usato per la droga",GIUSTIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,"ero_una_persona senza tanti pensieri , pensavo soltanto a lavorare e a mandare soldi alla_mia_famiglia perché stesse bene","ero_una_persona senza tanti pensieri , pensavo soltanto a lavorare e a mandare soldi alla_mia_famiglia perché stesse bene",SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,"una_persona come_sono_adesso , mi manca tanto e spero di prendere i contatti con i mondo esterni","una_persona come_sono_adesso , mi manca tanto e spero di prendere i contatti con i mondo esterni",GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,madre e donna normale,madre e donna normale,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,ero un giovane molto educato ma da_quando sono in_carcere sono peggiorato,ero un giovane molto educato,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,ero un giovane molto educato ma da_quando sono in_carcere sono peggiorato,ma da_quando sono in_carcere sono peggiorato,COMMENTO
Come ti descriveresti prima di entrare in carcere?,"pieno di virtù , cortese , pacato , socievole , leale","pieno di virtù , cortese , pacato , socievole , leale",GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,"ero_molto felice , adesso sono un detenuto senza aver nessuna_colpa","ero_molto felice , adesso sono un detenuto senza aver nessuna_colpa",COMMENTO
Come ti descriveresti prima di entrare in carcere?,una_persona che non_pensava a quello_che_faceva,una_persona che non_pensava a quello_che_faceva,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,"come_una_persona , educata , con un_lavoro_regolare e quotidiano . quando sarò fuori_da qui penso di continuare quel tipo_di_vita","come_una_persona , educata , con un_lavoro_regolare e quotidiano .",SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,"come_una_persona , educata , con un_lavoro_regolare e quotidiano . quando sarò fuori_da qui penso di continuare quel tipo_di_vita",quando sarò fuori_da qui penso di continuare quel tipo_di_vita,DICHIARAZIONE DI INTENTI
Come ti descriveresti prima di entrare in carcere?,come_una_persona che voleva farsi una vita modesta,come_una_persona che voleva farsi una vita modesta,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,non_me_lo_ricordo,non_me_lo_ricordo,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,non mi ricordo bene perché tanti pensieri per la testa,non mi ricordo bene perché tanti pensieri per la testa,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,vorrei dire_che se ho_sbagliato dovrò pagare quello che mi spetta,vorrei dire_che se ho_sbagliato dovrò pagare quello che mi spetta,PRESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,"non mi ero_mai_immaginato in_carcere e adesso_che ci sono , sono innocente e mi accusano senza motivo","non mi ero_mai_immaginato in_carcere e adesso_che ci sono , sono innocente e mi accusano senza motivo",NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,"non_me_lo_ricordo proprio perché questi fanno scattare i pregiudizi appena sentono che sei albanese e no gli interessa se hai_commesso il reato oppure no , per_questo rimosso tutto",non_me_lo_ricordo proprio perché questi fanno scattare i pregiudizi appena sentono che sei albanese,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,"non_me_lo_ricordo proprio perché questi fanno scattare i pregiudizi appena sentono che sei albanese e no gli interessa se hai_commesso il reato oppure no , per_questo rimosso tutto","e no gli interessa se hai_commesso il reato oppure no , per_questo rimosso tutto",COMMENTO
Come ti descriveresti prima di entrare in carcere?,non_me_lo_ero_mai_immaginato prima_che un_giorno mi sarei trovata in_carcere .,non_me_lo_ero_mai_immaginato prima_che un_giorno mi sarei trovata in_carcere .,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,"una_persona ha capito che il denaro non è_tutto , che la sua moglie e i suoi bambini sono davvero un_grande tesoro .","una_persona ha capito che il denaro non è_tutto , che la sua moglie e i suoi bambini sono davvero un_grande tesoro .",SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,una_persona rispettata e al suo posto,una_persona rispettata e al suo posto,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,libero,libero,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,"tranquilla , vicino_mio_figlio , felice accanto_a lui","tranquilla , vicino_mio_figlio , felice accanto_a lui",GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,"ero_molto calma , sono cambiata , ho_visto il mondo in_genere , adesso sono nervosa . è malessere","ero_molto calma , sono cambiata , ho_visto il mondo in_genere , adesso sono nervosa . è malessere",SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,la mia_vita di_prima era molto brutta e per_questo infranto la legge,la mia_vita di_prima era molto brutta e per_questo infranto la legge,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,in difficoltà economica,in difficoltà economica,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,prima_di essere arrestato stavo_bene,prima_di essere arrestato stavo_bene,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,come_un_bambino che non_sa_quello_fa,come_un_bambino che non_sa_quello_fa,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,giovane di_età e di mente,giovane di_età e di mente,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,ero_una_persona per_bene ma stando in cattiva compagnia ho_preso_la_strada_sbagliata,ero_una_persona per_bene ma stando in cattiva compagnia ho_preso_la_strada_sbagliata,CAUSA
Come ti descriveresti prima di entrare in carcere?,non_sapevo cosa era il carcere e nel_futuro non voglio tornare indietro,non_sapevo cosa era il carcere e nel_futuro non voglio tornare indietro,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,come_tutti i cittadini liberi,come_tutti i cittadini liberi,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,"stavo_bene , avevo_un_lavoro e una famiglia","stavo_bene , avevo_un_lavoro e una famiglia",SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,giovane di_età e di mente,giovane di_età e di mente,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,"come_una_persona , ma quando ci si esce dal_carcere ci si vuole tempo per riprendersi .","come_una_persona , ma quando ci si esce dal_carcere ci si vuole tempo per riprendersi .",GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,una_persona felice,una_persona felice,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,come_una_persona stava_molto_bene,come_una_persona stava_molto_bene,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,come un signore,come un signore,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,grand lavoratore legato alla_famiglia,grand lavoratore legato alla_famiglia,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,come_una_persona,come_una_persona,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,non_pensavo_mai di finire_in_carcere,non_pensavo_mai di finire_in_carcere,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,"ero_una_persona normalissima e non_me_lo_ero_mai_immaginato di finire_in_carcere senza neanche una prova . lasciare fuori una ragazza con un_bambino di quattro mesi , non_saprei proprio cosa dire",ero_una_persona normalissima e non_me_lo_ero_mai_immaginato di finire_in_carcere senza neanche una prova .,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,"ero_una_persona normalissima e non_me_lo_ero_mai_immaginato di finire_in_carcere senza neanche una prova . lasciare fuori una ragazza con un_bambino di quattro mesi , non_saprei proprio cosa dire","lasciare fuori una ragazza con un_bambino di quattro mesi , non_saprei proprio cosa dire",COMMENTO
Come ti descriveresti prima di entrare in carcere?,"stupido , mi fidavo degli amici","stupido , mi fidavo degli amici",SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,"normale come persona , ma con problemi_finanz","normale come persona , ma con problemi_finanz",SANCIRE LA REALTÀ
Come ti descriverai una volta uscito dal carcere?,descrivo_me_stesso che non_sono mai entrato in_prigione e quando_uscirò sentirò che sono nato_di_nuovo,descrivo_me_stesso che non_sono mai entrato in_prigione e quando_uscirò sentirò che sono nato_di_nuovo,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,bene,bene,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,bene,bene,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,cambiata nel segno buono,cambiata ,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,cambiata nel segno buono,nel segno buono,SPECIFICAZIONE
Come ti descriverai una volta uscito dal carcere?,sarà peggio della vergogna,sarà peggio della vergogna,SANCIRE
Come ti descriverai una volta uscito dal carcere?,ho_visto tanti ragazzi in_carcere di razze diverse che entrano ed escono,ho_visto tanti ragazzi in_carcere di razze diverse che entrano ed escono,COMMENTO
Come ti descriverai una volta uscito dal carcere?,mi_descriverò diversamente rispetto_a come_prima_di_entrare,mi_descriverò diversamente rispetto_a come_prima_di_entrare,GENERALIZZAZIONE
Come ti descriverai una volta uscito dal carcere?,sarò una_persona utile per gli altri e per lo stato sarò un buon esempio . lavorerò e cercherò di fare_una_vita per_bene,sarò una_persona utile per gli altri e per lo stato sarò un buon esempio . lavorerò e cercherò di fare_una_vita per_bene,DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,"di_ritornare a_vivere come_prima , felice con la mia_famiglia di_dimenticare tutti questi anni","di_ritornare a_vivere come_prima , felice con la mia_famiglia di_dimenticare tutti questi anni",DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,"una persona_cattiva che non sa dove andare , dove sbattere la testa. pensa la sua_famiglia come aiutare perché il carcere la rovina economicamente . ed è_molto probabile che sbaglia perché le condizioni in_cui si trova la spinge verso le strade sbagliate","una persona_cattiva che non sa dove andare , dove sbattere la testa.",GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,"una persona_cattiva che non sa dove andare , dove sbattere la testa. pensa la sua_famiglia come aiutare perché il carcere la rovina economicamente . ed è_molto probabile che sbaglia perché le condizioni in_cui si trova la spinge verso le strade sbagliate",pensa la sua_famiglia come aiutare perché il carcere la rovina economicamente .,CAUSA
Come ti descriverai una volta uscito dal carcere?,"una persona_cattiva che non sa dove andare , dove sbattere la testa. pensa la sua_famiglia come aiutare perché il carcere la rovina economicamente . ed è_molto probabile che sbaglia perché le condizioni in_cui si trova la spinge verso le strade sbagliate",ed è_molto probabile che sbaglia perché le condizioni in_cui si trova la spinge verso le strade sbagliate,VALUTAZIONE
Come ti descriverai una volta uscito dal carcere?,penso_che sarò_molto,penso_che sarò_molto,GENERALIZZAZIONE
Come ti descriverai una volta uscito dal carcere?,"non_saprei cosa pensare perché_ho una lunga pena da scontare , e non_mi piace fare progetti per il futuro .","non_saprei cosa pensare perché_ho una lunga pena da scontare , e non_mi piace fare progetti per il futuro .",COMMENTO
Come ti descriverai una volta uscito dal carcere?,"una_persona semilibera, per la società in_cui viviamo .","una_persona semilibera, per la società in_cui viviamo .",CONSIDERAZIONE
Come ti descriverai una volta uscito dal carcere?,"ho_paura di_pensare , perché se l' italia è d_accordo_con la mia estradizione per_me significa tornare con tutte la mia_famiglia in romania per 5 o 10 anni .","ho_paura di_pensare , perché se l' italia è d_accordo_con la mia estradizione per_me significa tornare con tutte la mia_famiglia in romania per 5 o 10 anni .",COMMENTO
Come ti descriverai una volta uscito dal carcere?,privata allo_stesso_modo di diritti e delle possibilità di integrazione sociale .,privata allo_stesso_modo di diritti e delle possibilità di integrazione sociale .,DERESPONSABILIZZAZIONE
Come ti descriverai una volta uscito dal carcere?,più_attenta in quello che farò,più_attenta in quello che farò,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,"disorientato al inizio , ma comincerei_inizio , con la speranza, prometto che mi sposerei in_italia con un_ragazzo bello","disorientato al inizio , ma comincerei_inizio , con la speranza, ",CONTRAPPOSIZIONE
Come ti descriverai una volta uscito dal carcere?,"disorientato al inizio , ma comincerei_inizio , con la speranza, prometto che mi sposerei in_italia con un_ragazzo bello",prometto che mi sposerei in_italia con un_ragazzo bello,DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,libera,libera,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,"considero tutto un_esperienza di_vita , ho_capito che la legge non scherza e che tante persone sono molto_più lontane di_quello che pensavo .","considero tutto un_esperienza di_vita , ho_capito che la legge non scherza e che tante persone sono molto_più lontane di_quello che pensavo .",GENERALIZZAZIONE
Come ti descriverai una volta uscito dal carcere?,nuova,nuova,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,non_so dirlo è complicato per_noi stranieri senza_documenti,non_so dirlo è complicato per_noi stranieri senza_documenti,COMMENTO
Come ti descriverai una volta uscito dal carcere?,felice e libero,felice e libero,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,felice e libero,felice e libero,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,voglio_lavorare in_regola_a e cambio_strada,voglio_lavorare in_regola_a e cambio_strada,DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,il_giorno della_libertà mi_sento libero,il_giorno della_libertà mi_sento libero,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,sto benissimo e faccio bravo,sto benissimo e faccio bravo,GENERALIZZAZIONE
Come ti descriverai una volta uscito dal carcere?,libero,libero,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,una_persona,una_persona,GENERALIZZAZIONE
Come ti descriverai una volta uscito dal carcere?,quando_esco metto la mia_vita migliore con un_lavoro ed una_casa,quando_esco metto la mia_vita migliore con un_lavoro ed una_casa,DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,non_tornerò mai penso_solo lavorare e non metterò mai reati,non_tornerò mai penso_solo lavorare e non metterò mai reati,SANCIRE
Come ti descriverai una volta uscito dal carcere?,sono_felice,sono_felice,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,"sono_cambiato ,  non_torno_più in_italia , se torno , torno in_carcere , cambio_vita , torno in_francia","sono_cambiato ,",GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,"sono_cambiato ,  non_torno_più in_italia , se torno , torno in_carcere , cambio_vita , torno in_francia"," non_torno_più in_italia , se torno , torno in_carcere , ",PREVISIONE
Come ti descriverai una volta uscito dal carcere?,"sono_cambiato ,  non_torno_più in_italia , se torno , torno in_carcere , cambio_vita , torno in_francia","cambio_vita , torno in_francia",DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,cambiare_vita e reinserirmi negli ottimi modi nella_società,cambiare_vita e reinserirmi negli ottimi modi nella_società,DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,scioccato,scioccato,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,tanto libero e soddisfatto,tanto libero e soddisfatto,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,"libero nello spazio , uccello della primavera canta la canzone dell "" indipendenza","libero nello spazio , uccello della primavera canta la canzone dell "" indipendenza",GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,lavoro nell' edilizia è il primo lavoro e l' ultimo . provo ad_avere il permesso_di_soggiorno,lavoro nell' edilizia è il primo lavoro e l' ultimo .,COMMENTO
Come ti descriverai una volta uscito dal carcere?,lavoro nell' edilizia è il primo lavoro e l' ultimo . provo ad_avere il permesso_di_soggiorno,provo ad_avere il permesso_di_soggiorno,DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,non_posso_descrivermi quando_uscirò perché è una gioia indescrivibile mi_sentirò libero come un uccello,non_posso_descrivermi quando_uscirò perché è una gioia indescrivibile mi_sentirò libero come un uccello,GENERALIZZAZIONE
Come ti descriverai una volta uscito dal carcere?,mi_descrivo come un bamb_nato_adesso .,mi_descrivo come un bamb_nato_adesso .,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,molto timido,molto timido,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,mi_sentirò,mi_sentirò,NON RISPOSTA
Come ti descriverai una volta uscito dal carcere?,"quando_sarò_fuori da prima_di_tutto spero di trovare bene la ma famiglia , poi trovarmi_un_lavoro. vorrei farmi una_famiglia","quando_sarò_fuori da prima_di_tutto spero di trovare bene la ma famiglia , poi trovarmi_un_lavoro. vorrei farmi una_famiglia",DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,"mi vedo come_una_persona , vorrei cominciare_una_vita , trovarmi_un_lavoro , mettere su famiglia e condurre una_vita_tranquilla , ma sopra tutto_spero di uscire da_qui mentalmente sanno","mi vedo come_una_persona , ",GENERALIZZAZIONE
Come ti descriverai una volta uscito dal carcere?,"mi vedo come_una_persona , vorrei cominciare_una_vita , trovarmi_un_lavoro , mettere su famiglia e condurre una_vita_tranquilla , ma sopra tutto_spero di uscire da_qui mentalmente sanno","vorrei cominciare_una_vita , trovarmi_un_lavoro , mettere su famiglia e condurre una_vita_tranquilla ,",RIFERIMENTO ALL'OBIETTIVO
Come ti descriverai una volta uscito dal carcere?,"mi vedo come_una_persona , vorrei cominciare_una_vita , trovarmi_un_lavoro , mettere su famiglia e condurre una_vita_tranquilla , ma sopra tutto_spero di uscire da_qui mentalmente sanno",ma sopra tutto_spero di uscire da_qui mentalmente sanno,DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,come_una_persona senza amici e senza famiglia. spero di no !,come_una_persona senza amici e senza famiglia. ,DESCRIZIONE
Come ti descriverai una volta uscito dal carcere?,come_una_persona senza amici e senza famiglia. spero di no !,spero di no !,COMMENTO
Come ti descriverai una volta uscito dal carcere?,"non_lo_so ! penso_che deve essere bello ricominciare e dimenticare le sofferenze del passato , cancellare oppure correg_errore","non_lo_so ! penso_che deve essere bello ricominciare e dimenticare le sofferenze del passato , cancellare oppure correg_errore",COMMENTO
Come ti descriverai una volta uscito dal carcere?,"penso in riabilitarmi , trovare_un_lavoro e continuare_la_mia_vita per crearmi un_futuro perché amo il mondo e l' umanità della_terra; penso dimenticare il pianeta carcere ; questi sono i miei più grandi desideri","penso in riabilitarmi , trovare_un_lavoro e continuare_la_mia_vita per crearmi un_futuro ",RIFERIMENTO ALL'OBIETTIVO
Come ti descriverai una volta uscito dal carcere?,"penso in riabilitarmi , trovare_un_lavoro e continuare_la_mia_vita per crearmi un_futuro perché amo il mondo e l' umanità della_terra; penso dimenticare il pianeta carcere ; questi sono i miei più grandi desideri",perché amo il mondo e l' umanità della_terra; ,CONFERMA
Come ti descriverai una volta uscito dal carcere?,"penso in riabilitarmi , trovare_un_lavoro e continuare_la_mia_vita per crearmi un_futuro perché amo il mondo e l' umanità della_terra; penso dimenticare il pianeta carcere ; questi sono i miei più grandi desideri",penso dimenticare il pianeta carcere ; questi sono i miei più grandi desideri,RIFERIMENTO ALL'OBIETTIVO
Come ti descriverai una volta uscito dal carcere?,io spero di lavorare e dimenticarmi delle cose cattive per_poter dare ai miei_figli un padre del quale non_si vergognino,io spero di lavorare e dimenticarmi delle cose cattive per_poter dare ai miei_figli un padre del quale non_si vergognino,RIFERIMENTO ALL'OBIETTIVO
Come ti descriverai una volta uscito dal carcere?,mi_descrivo come un uomo nuovo che solo penserà ad_avere una_vita_tranquilla e in pace insieme_ai propri familiari,mi_descrivo come un uomo nuovo ,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,mi_descrivo come un uomo nuovo che solo penserà ad_avere una_vita_tranquilla e in pace insieme_ai propri familiari,che solo penserà ad_avere una_vita_tranquilla e in pace insieme_ai propri familiari,DICHIARAZIONE DI INTENTI
Come ti descriverai una volta uscito dal carcere?,una_volta_uscito ho pensato di_ritornare nel mio_paese vicino_mia_famiglia,una_volta_uscito ho pensato di_ritornare nel mio_paese vicino_mia_famiglia,POSSIBILITA'
Come ti descriverai una volta uscito dal carcere?,cercherò_lavoro per sopravvivere e mi_sentirò bene come_tutti che lavorano,cercherò_lavoro per sopravvivere,RIFERIMENTO ALL'OBIETTIVO
Come ti descriverai una volta uscito dal carcere?,cercherò_lavoro per sopravvivere e mi_sentirò bene come_tutti che lavorano,e mi_sentirò bene come_tutti che lavorano,PREVISIONE
Come ti descriverai una volta uscito dal carcere?,bo,bo,NON RISPOSTA
Come ti descriverai una volta uscito dal carcere?,perseguitato dal colore della_mia pelle ci vuole una vera integrazione discriminazione,perseguitato dal colore della_mia pelle ci vuole una vera integrazione discriminazione,COMMENTO
Come ti descriverai una volta uscito dal carcere?,diffidente in confronti sia di persone conosciute che quelle sconosciute . molto_più chiusa,diffidente in confronti sia di persone conosciute che quelle sconosciute . molto_più chiusa,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,come_una_persona normalissima e soprattutto libera,come_una_persona normalissima e soprattutto libera,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,"ho tantissimi valori affettivi al_di_fuori_di queste mura piene d' amarezza , sofferenza , tristezza","ho tantissimi valori affettivi al_di_fuori_di queste mura piene d' amarezza , sofferenza , tristezza",COMMENTO
Come ti descriverai una volta uscito dal carcere?,uguale,uguale,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,libera,libera,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,prima_della detenzione non_ho buttato mai neanche un_pezzo_di carta per_la_strada sono offeso perchè non dovevo essere condannato,prima_della detenzione non_ho buttato mai neanche un_pezzo_di carta per_la_strada ,COMMENTO
Come ti descriverai una volta uscito dal carcere?,prima_della detenzione non_ho buttato mai neanche un_pezzo_di carta per_la_strada sono offeso perchè non dovevo essere condannato,sono offeso perchè non dovevo essere condannato,CAUSA
Come ti descriverai una volta uscito dal carcere?,"quando_uscirò sarò_un_altra_persona . non_me ne pento se sono finito qui , perché adesso ho_capito cos' è il male e non_sbaglierò_più .",quando_uscirò sarò_un_altra_persona . ,SANCIRE
Come ti descriverai una volta uscito dal carcere?,"quando_uscirò sarò_un_altra_persona . non_me ne pento se sono finito qui , perché adesso ho_capito cos' è il male e non_sbaglierò_più .","non_me ne pento se sono finito qui , perché adesso ho_capito cos' è il male ",CAUSA
Come ti descriverai una volta uscito dal carcere?,"quando_uscirò sarò_un_altra_persona . non_me ne pento se sono finito qui , perché adesso ho_capito cos' è il male e non_sbaglierò_più .",e non_sbaglierò_più .,SANCIRE
Come ti descriverai una volta uscito dal carcere?,come_una_persona che ha_fatto un_grande sbaglio,come_una_persona che ha_fatto un_grande sbaglio,GIUDIZIO
Come ti descriverai una volta uscito dal carcere?,"un_uomo che vuole reintegrarsi in_società come_è_stato_prima , e de non , affezionarmi i bambini","un_uomo che vuole reintegrarsi in_società come_è_stato_prima , e de non , affezionarmi i bambini",RIFERIMENTO ALL'OBIETTIVO
Come ti descriverai una volta uscito dal carcere?,come_una_persona che vuole integrarsi nella_società assenza essere nominato come delinquente ( detenuto ),come_una_persona che vuole integrarsi nella_società assenza essere nominato come delinquente ( detenuto ),RIFERIMENTO ALL'OBIETTIVO
Come ti descriverai una volta uscito dal carcere?,"per_me è stata l' esp_più_brutta della_mia , per_fortuna non_ho_imparato_niente di_brutto . per la mia_vita farei lo_stesso che facevo fuori , l' elettricista","per_me è stata l' esp_più_brutta della_mia , per_fortuna non_ho_imparato_niente di_brutto . per la mia_vita farei lo_stesso che facevo fuori , l' elettricista",COMMENTO
