Domanda,Testo,Stralcio,Repertorio
Come ti descriveresti prima di entrare in carcere?,"come_una_persona completamente normale , consapevole delle proprie azioni e del reato commesso , ma l' europa non si chiede e non vuole sapere perché noi dell' ex jugoslavia facciamo quello che non è permesso di_fare e come vivevamo prima_che gli stati_uniti e l' europa hanno preso la situazione nelle loro mani",,COMMENTO
Come ti descriveresti prima di entrare in carcere?,"come_una_persona completamente normale , consapevole delle proprie azioni e del reato commesso , ma l' europa non si chiede e non vuole sapere perché noi dell' ex jugoslavia facciamo quello che non è permesso di_fare e come vivevamo prima_che gli stati_uniti e l' europa hanno preso la situazione nelle loro mani",,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,non_so perché ero l' amico del diavolo,,GIUSTIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,non_lo_so perché ero compagno del diavolo,,GIUSTIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,i detenuti in_carcere sono tanti malissimo senza_lavoro senza niente speriamo di_uscire più_presto dai 4 muri solo per i nostri figli la ringrazio tanto,,COMMENTO
Come ti descriveresti prima di entrare in carcere?,prima_di_entrare in_carcere ero un' altra_persona . una_persona . ( perché la libertà è una_cosa rara che non_puoi comprare ),,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,come ammalato perché ero condannato,,GIUSTIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,una testa dura,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,normale,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,una_persona in_qualche_modo e alcune_volte meglio non essere libero dalle persone che sono con mentalità vecchia,,COMMENTO
Come ti descriveresti prima di entrare in carcere?,va fanculo pezzo di_merda i detenuti,,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,ho provato ad allontanare lo spaccio per avere_bel_lavoro,,DICHIARAZIONE DI INTENTI
Come ti descriveresti prima di entrare in carcere?,ero in buone condizioni,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,"ero_una_persona lavoratrice , avevo_la_mia casa e una famiglia che oggi non esistono più ; devo ricominciare daccapo .",,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,"una spazzatura , non_pensavo a tutto_ciò in_cui penso qua_dentro , sono egoista con_miei_figli e i miei genitori , solo penso a me perché penso_che la marijuana mi faccia dimenticare tutto",,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,"una spazzatura , non_pensavo a tutto_ciò in_cui penso qua_dentro , sono egoista con_miei_figli e i miei genitori , solo penso a me perché penso_che la marijuana mi faccia dimenticare tutto",,COMMENTO
Come ti descriveresti prima di entrare in carcere?,una_persona come_quals_italiano con problemi e cercavo di migliorare la condizione di vita della_mia,,CONFRONTO
Come ti descriveresti prima di entrare in carcere?,mi_sono_sentito come uno schifoso,,OPINIONE
Come ti descriveresti prima di entrare in carcere?,insoddisfatto,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,come_una_persona lavora e si prende cura della propria_famiglia,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,i giorni più oscuri,,COMMENTO
Come ti descriveresti prima di entrare in carcere?,sono da_poco qui in_questo_paese e non_so la sua legge soffrivo perché_non ne casa ne un_entrata mensile sono_arrivato a modena per il_lavoro perché ho sentito che c' era un_lavoro senza_documenti,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,ho_avuto è la_prima_volta_che entro_in_prigione perché nel_mio_paese non_ho precedenti giudiziari,,COMMENTO
Come ti descriveresti prima di entrare in carcere?,mi sentirò come un essere_umano,,COMMENTO
Come ti descriveresti prima di entrare in carcere?,prima_d_entrare_in_prigione ero_fuori ogni_giorno con una macchina nuova avevo tanti soldi .,,SPECIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,tutto andava_bene ringraziando dio e sapevo di_entrare .,,PREVISIONE
Come ti descriveresti prima di entrare in carcere?,andavo a trovare tutti gli amici .,,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,vivo in_questo_paese come facevo nel_paese_origine e grazie,,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,"felice e se c' era la mia famiglia , lo sarei di_più .",,VALUTAZIONE
Come ti descriveresti prima di entrare in carcere?,tornerò in_tunisia dalle mie bambini prima_di 2 giorni,,DICHIARAZIONE DI INTENTI
Come ti descriveresti prima di entrare in carcere?,lavoro in,,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,"mi_descrivevo prima_d' entrare in_carcere un arabo diverso dagli altri arabi fumavo , bevevo il vino , mangiavo carne di maiale , frequentavo locali notturni e commettevo i grandi peccati .",,CONFRONTO
Come ti descriveresti prima di entrare in carcere?,contento,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,prima_di_entrare in_prigione lavoravo e svolgevo il_mio_lavoro come_quals_cittad che lavora ed è in completa libertà,,CONFRONTO
Come ti descriveresti prima di entrare in carcere?,"un_uomo libero , non_rispettavo alcune regole e questo "" per sopravvivere """,,GIUSTIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,persona splendida,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,prima_d_entrare in_prigione godevo della_mia completa libertà,,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,mi_sento come_tutti esseri_umani,,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,ho_avuto nel paese_origine non_avevo precedenti penale è la_prima_volta in italia che entro in_prigione,,COMMENTO
Come ti descriveresti prima di entrare in carcere?,sentivo meno degli altri per_mancanza_di possibilità di lavoro e di non avere il permesso di soggiorno,,CONFRONTO
Come ti descriveresti prima di entrare in carcere?,è uno dei più brutti giorni della_mia_vita,,COMMENTO
Come ti descriveresti prima di entrare in carcere?,sapevo già cosa andavo incontro .,,PREVISIONE
Come ti descriveresti prima di entrare in carcere?,una_persona e lavoratrice,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,"una_persona , lavoratrice , non problematica , affettuoso , un_padre",,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,una_persona,,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,"un_lavoratore , ho_sempre_lavorato",,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,"credo di avere fatto uno_sbaglio , spero di non ripeterlo più",,OPINIONE
Come ti descriveresti prima di entrare in carcere?,che il mondo mi cade addosso e che le mie figlie hanno molta fame,,COMMENTO
Come ti descriveresti prima di entrare in carcere?,una_persona ignorava la realtà della vita,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,che sono molto allegra e tranquilla,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,ho_lavorato . ho_sbagliato e vorrei rimediare .,,DICHIARAZIONE DI INTENTI
Come ti descriveresti prima di entrare in carcere?,era_difficile l' assistenza ero una drogata,,GIUSTIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,lavoravo,,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,"ero_molto triste quando mi_hanno condannato per il furto del portafoglio , sette anni , sono svenuta immediatamente",,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,normale,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,triste,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,molto_male,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,"prima_di_entrare in_carcere una_persona diventa detenuto è molto triste è pauroso dipende da quello che ha_commesso , è la struttura carceraria .",,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,quando sono entrato qui stavo_molto ma con_il_tempo è_tutto passato qui si sta molto_male una_volta quando sei entrato non_puoi fare niente,,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,ero perso,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,descrivo_me_stesso prima_d_entrare in_carcere che lavoravo con mia_sorella a napoli,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,lavoravo e quando sono andato in questura per i documenti avevo ancora 45 giorni come tempi di validità,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,"vivevo normalmente , lavoravo in un panificio finché ho ricevuto una condanna in contumacia e ora sono in prigione",,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,"vivevo normalmente , lavoravo in un panificio finché ho ricevuto una condanna in contumacia e ora sono in prigione",,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,mi_descrivevo prima_d_entrare in_carcere che non_sono_mai entrato in questo maledetto posto e chi entra in_questo_posto è solo maledetto,,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,di_entrare mi_descrivo persa in un mare,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,ero un bel bambino e vivevo una bella vita,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,paura in continuamente disperazione,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,distratto poco consapevole della bellezza della libertà e la gioia di vivere con_la_famiglia,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,un_ragazzo e socievole,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,io sono stato_molto_bene fuori e sto lavorando onesto con i miei_amici e sono contatto con i miei genitori,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,prima_di_entrare in_carcere penso come_tutti,,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,"prima_che entravo non_avevo quei pensieri che ho adesso , vedevo la mia_vita diversa e qui_dentro la vedo molto particolare cioè faccio la vita_quotidiana è sempre la stessa .",,VALUTAZIONE
Come ti descriveresti prima di entrare in carcere?,"prima_che entravo non_avevo quei pensieri che ho adesso , vedevo la mia_vita diversa e qui_dentro la vedo molto particolare cioè faccio la vita_quotidiana è sempre la stessa .",,SPECIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,"prima_che entravo non_avevo quei pensieri che ho adesso , vedevo la mia_vita diversa e qui_dentro la vedo molto particolare cioè faccio la vita_quotidiana è sempre la stessa .",,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,uno normale,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,sto molto_meglio che sto qua_dentro,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,ero meglio,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,ero contento di_trovarmi in italia,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,vivere senza diritto,,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,molto sicuro di_me_stesso ma la_verità_è_che mi sbagliavo,,VALUTAZIONE
Come ti descriveresti prima di entrare in carcere?,sta_bene vivo in_casa c' è la ragazza che lavora,,SANCIRE LA REALTÀ
Come ti descriveresti prima di entrare in carcere?,prima_di_entrare in_carcere stavo_molto_bene lavoravo tranquillamente ho_avuto e la spesa è cominciata ad aumentare e non sono riuscito a mantenere il bisogno della_famiglia senza l' aiuto di nessuno,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,non avrei mai_pensato di_entrare in_carcere,,GIUSTIFICAZIONE
Come ti descriveresti prima di entrare in carcere?,cerco un_lavoro,,GENERALIZZAZIONE
Come ti descriveresti prima di entrare in carcere?,non l' ho_mai,,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,un_ragazzo e con tanta_voglia di trovare un_lavoro pulito e una brava_ragazza,,DICHIARAZIONE DI INTENTI
Come ti descriveresti prima di entrare in carcere?,faccio una_vita_tranquilla,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,prima ero_molto_bene regolare tranquillo avevo la mia_vita pulita e normale e un_lavoro bello,,GIUDIZIO
Come ti descriveresti prima di entrare in carcere?,non_lo_ho_mai_pensato,,NON RISPOSTA
Come ti descriveresti prima di entrare in carcere?,un_lavoratore tranquillo,,DESCRIZIONE
Come ti descriveresti prima di entrare in carcere?,"prima_di_entrare qui , più concretamente nei mesi precedenti , ero_una_persona molto angosciata per i miei tanti_problemi_eco che mi_hanno alla_fine portata a fare questo_sbaglio",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non puo esserci collaborazione_tra_operatori,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",manca la collaborazione,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",l' amministrazione ci abbandona e ci_sono stati episodi che lo hanno gia dimostrato,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",l' amministrazione ci abbandona e ci_sono stati episodi che lo hanno gia dimostrato,,CONFERMA
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",pochi corsi di aggiornamento sotto qualsiasi profilo,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non_offre contatti con universita e corsi professionali,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",corsi e circolari,,GENERALIZZAZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",nel normale,,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",vari interpelli liberi per entrare nei vari posti o svolgere varie mansioni,,GENERALIZZAZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","solo_in_parte e da pochi anni l' amministrazione penitenziaria sta investendo sulla formazione degli_operatori ma poi non agisce nel concreto per attivare le risorse e rimuovere gli ostacoli burocratici, al_fine_di rendere piu_efficaci gli interventi di_servizio sociale",,RIDIMENSIONAMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","solo_in_parte e da pochi anni l' amministrazione penitenziaria sta investendo sulla formazione degli_operatori ma poi non agisce nel concreto per attivare le risorse e rimuovere gli ostacoli burocratici, al_fine_di rendere piu_efficaci gli interventi di_servizio sociale",,CONTRAPPOSIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","occasioni_di_aggiornamento e di_formazione, di scambio con altri 
servizi
",,GENERALIZZAZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","in_quanto_ non provvede ad aggiornare con dei corsi specifici il 
personale preposto 
",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",mancanza_di_corsi qualifica ai detenuti ristretti,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",formazione che andrebbe sviluppata e mirata,,PROPOSTA
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",poca formazione_e_aggiornamento,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la carenza_di_personale non_permette di aggiornarsi e poter far_si_che si 
possano studiare modi e tipi di trattamento piu_efficaci 
",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",solo l' esperienza puo insegnare qualcosa in certi casi,,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",con corsi_di_aggiornamento,,VALUTAZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la risposta e stata data per un motivo ben preciso al quale gli strumenti 
ci_sono ma non possono_essere messi in_campo per la mancanza 
di_personale 
",,SANCIRE LA REALTÀ
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non mi risulta che vengano date possibilita in_merito,,OPINIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",pochi o nulli corsi_di_aggiornamento,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_si fanno abbastanza corsi di aggiornamento per_il_personale abbandonandolo a se stesso.
",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_si fanno abbastanza corsi di aggiornamento per_il_personale abbandonandolo a se stesso.
",,IMPLICAZIONI
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",perche nel_corso_degli anni servizio mi accultura sempre_di_piu,,CONFERMA
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",i nostri compiti non rientrano nel reinserimento,,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_ho avuto occasione di poter frequentare_corsi che mi 
permetterebbero di_migliorare_le_mie_competenze professionali 
",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",possono_essere tante le competenze_che_il_mio_ruolo ricopre.,,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","noi medici avremmo diritto a fare dei corsi educazione continua in 
medicina pagati dall' amministrazione penitenziaria 
",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",i corsi_di_formazione sono pochissimi e non c' e aggiornamento,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la ragione della mia_risposta e quella che questa struttura e abbastanza vecchia mettendo in_difficolta lo svolgimento delle attivita e mi dispiace essere ripetitivo, ma ci vuole piu personale altrimeno va tutto bloccato.",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la ragione della mia_risposta e quella che questa struttura e abbastanza vecchia mettendo in_difficolta lo svolgimento delle attivita e mi dispiace essere ripetitivo, ma ci vuole piu personale altrimeno va tutto bloccato.",,IMPLICAZIONI
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la ragione della mia_risposta e quella che questa struttura e abbastanza vecchia mettendo in_difficolta lo svolgimento delle attivita e mi dispiace essere ripetitivo, ma ci vuole piu personale altrimeno va tutto bloccato.",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la ragione della mia_risposta e quella che questa struttura e abbastanza vecchia mettendo in_difficolta lo svolgimento delle attivita e mi dispiace essere ripetitivo, ma ci vuole piu personale altrimeno va tutto bloccato.",,GIUSTIFICAZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la ragione della mia_risposta e quella che questa struttura e abbastanza vecchia mettendo in_difficolta lo svolgimento delle attivita e mi dispiace essere ripetitivo, ma ci vuole piu personale altrimeno va tutto bloccato.",,IMPLICAZIONI
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","spesso_si esclusi per contingenti ragioni di_servizio dal ruolo che effettivamene si_riveste. pochi i rapporti con gli esperti
",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","spesso_si esclusi per contingenti ragioni di_servizio dal ruolo che effettivamene si_riveste. pochi i rapporti con gli esperti
",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","per il servizio che svolgo, ho_frequentato_dei_corsi di aggiornamento",,GENERALIZZAZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non c' e al_momento una_adeguata_formazione specifica,,SANCIRE LA REALTÀ
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",le ragioni sono tante e sono soggettive alle_persone,,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","il ruolo nei_confronti_dei detenuti stranieri deve essere educativo, 
nei_confronti_delle persone umane rispetto reciproco di potersi inserire 
nella societa_italiana 
",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",assenza di figure formative,,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","perche nello_stato_attuale vista la grave_carenza di organico, il mio ruolo 
e rivolto solo e comunque alla vigilanza 
",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","l' interazioni con le altre_figure, non in_senso verticale, ma in_senso 
paritetico, al_fine_di ottimizzare gli sforzi seppur nel_rispetto_delle 
funzioni 
",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",per_me sono insufficienti i vari_corsi che potrebbero essere organizzati e la mancanza_di_personale_non consente a tutti di_partecipare a quei pochi corsi organizzati solo per pochi,,OPINIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",per_me sono insufficienti i vari_corsi che potrebbero essere organizzati e la mancanza_di_personale_non consente a tutti di_partecipare a quei pochi corsi organizzati solo per pochi,,IMPLICAZIONI
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","credo che l' amministrazione penitenziaria fornisca poche occasioni rispetto_agli obiettivi previsti nel_mio ruolo, molto spesso quello che imparo e grazie_alla mia volonta e spirito di apprendere ",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","credo che l' amministrazione penitenziaria fornisca poche occasioni rispetto_agli obiettivi previsti nel_mio ruolo, molto spesso quello che imparo e grazie_alla mia volonta e spirito di apprendere ",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_esistono momenti_di_formazione mista. la parola sicurezza avvolge tutto. all_inizio e durante il proprio lavoro non_esistono incontri con il 
direttore e il comandante che chiariscano regolamento, prassi, 
comportamenti o ascoltino richiesta e riflessioni 
",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","i mezzi sono sempre_piu poveri e gli obiettivi giustamente sempre_piu 
grandiosi 
",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","manca ancora un' adeguata qualificazione professionale del_ruolo e sull' 
effettiva gestione della popolazione straniera detenuta 
",,DESCRIZIONE
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","si spende troppo tempo ad inseguire un' organizzazione del lavoro a_volte irrazionale e ci si trova soli senza le risorse essenziali a perseguire i fini istituzionali. non_vi_sono figure che istituzionalmente curano la 
formazione aggiornata e calata nella realta in cui si opera
",,COMMENTO
"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","si spende troppo tempo ad inseguire un' organizzazione del lavoro a_volte irrazionale e ci si trova soli senza le risorse essenziali a perseguire i fini istituzionali. non_vi_sono figure che istituzionalmente curano la 
formazione aggiornata e calata nella realta in cui si opera
",,DESCRIZIONE
